Sample.Number,X,Y,Z,Cu,Au,Mo,As,Cp,Py,TS,Alteration
12117,650780.49,4766163.85,263.82,-0.21,0.631,-0.884,-1.363,0.036,0.147,-0.26,PHY
12117,650780.49,4766163.85,263.82,0.144,0.827,-0.062,-0.92,0.267,0.337,-0.126,PHY
12117,650780.49,4766163.85,263.82,0.006,0.606,-0.446,-1.094,0.147,0.205,-0.283,PHY
12117,650780.49,4766163.85,263.82,-0.08,0.892,-0.781,-0.781,0.104,0.252,-0.258,PHY
12117,650780.49,4766163.85,263.82,0.249,1.444,0.064,-0.903,0.118,0.401,-0.207,PHY
12117,650780.49,4766163.85,263.82,0.139,1.393,-0.444,-0.915,-0.021,0.45,-0.313,PHY
12117,650780.49,4766163.85,263.82,-0.06,1.081,-0.838,-1.065,-0.069,0.268,-0.387,PHY
12117,650780.49,4766163.85,263.82,-0.12,1.276,-0.521,-0.904,0.114,0.085,-0.171,PHY
12117,650780.49,4766163.85,263.82,0.176,0.848,-0.253,-1.204,0.103,0.512,-0.219,PHY
12117,650780.49,4766163.85,263.82,-0.191,1.318,-0.926,-1.23,-0.165,0.029,-0.45,PHY
12117,650780.49,4766163.85,263.82,0.015,1.065,-0.248,-0.734,0.27,0.234,-0.067,PHY
12117,650780.49,4766163.85,263.82,0.209,1.077,-0.288,-1.581,-0.097,0.555,-0.349,PHY
12117,650780.49,4766163.85,263.82,0.155,1.221,-0.112,-0.556,0.277,0.408,-0.063,PHY
12117,650780.49,4766163.85,263.82,-0.053,0.957,-0.864,-0.644,0.061,0.274,-0.336,PHY
12117,650780.49,4766163.85,263.82,0.179,1.164,-0.068,-1.178,0.071,0.33,-0.272,PHY
12117,650780.49,4766163.85,263.82,-0.189,0.28,-0.502,-1.753,0.171,0.096,-0.122,PHY
12117,650780.49,4766163.85,263.82,0.227,1.079,0.049,-0.467,0.37,0.475,-0.007,PHY
12117,650780.49,4766163.85,263.82,0.125,0.989,-0.405,-1.116,0.035,0.426,-0.303,PHY
12117,650780.49,4766163.85,263.82,0.069,1.526,-0.027,-1.052,0.149,0.246,-0.071,PHY
12117,650780.49,4766163.85,263.82,0.204,1.732,-0.133,-0.625,0.074,0.395,-0.226,PHY
12117,650780.49,4766163.85,263.82,-0.07,1.02,-0.309,-1.013,0.184,0.045,-0.17,PHY
12117,650780.49,4766163.85,263.82,0.235,1.422,-0.084,-1.397,-0.041,0.529,-0.252,PHY
12117,650780.49,4766163.85,263.82,0.056,1.055,-0.49,-0.873,0.16,0.517,-0.083,PHY
12117,650780.49,4766163.85,263.82,0.049,1.077,-0.302,-1.143,0.078,0.236,-0.255,PHY
12117,650780.49,4766163.85,263.82,0.238,1.051,-0.407,-0.471,0.122,0.528,-0.331,PHY
12117,650780.49,4766163.85,263.82,-0.173,0.643,-0.717,-1.501,0.035,0.121,-0.264,PHY
12117,650780.49,4766163.85,263.82,-0.298,0.609,-1.083,-1.125,0.106,0.167,-0.158,PHY
12117,650780.49,4766163.85,263.82,-0.043,0.46,-0.337,-1.583,0.158,0.218,-0.164,PHY
12117,650780.49,4766163.85,263.82,-0.014,0.769,-0.653,-0.963,0.058,0.211,-0.374,PHY
12117,650780.49,4766163.85,263.82,0.07,1.033,-0.439,-1.137,0.067,0.434,-0.204,PHY
12117,650780.49,4766163.85,263.82,0.128,1.021,-0.416,-1.053,0.133,0.66,-0.068,PHY
12117,650780.49,4766163.85,263.82,0.006,0.951,-0.555,-1.151,0.061,0.369,-0.221,PHY
12117,650780.49,4766163.85,263.82,-0.118,1.042,-0.791,-0.82,0.069,0.178,-0.269,PHY
12117,650780.49,4766163.85,263.82,0.131,1.344,-0.085,-1.041,0.058,0.178,-0.314,PHY
12117,650780.49,4766163.85,263.82,-0.088,0.465,-0.6,-1.499,0.057,0.156,-0.318,PHY
12117,650780.49,4766163.85,263.82,-0.062,0.867,-0.325,-1.347,0.21,0.315,0.019,PHY
12117,650780.49,4766163.85,263.82,-0.026,1.211,-0.663,-0.618,0.046,0.145,-0.374,PHY
12117,650780.49,4766163.85,263.82,0.04,1.163,-0.154,-1.227,0.12,0.211,-0.165,PHY
12117,650780.49,4766163.85,263.82,-0.02,1.146,-0.705,-0.747,-0.019,0.12,-0.465,PHY
12117,650780.49,4766163.85,263.82,0.02,0.641,-0.36,-1.322,0.207,0.453,-0.037,PHY
12117,650780.49,4766163.85,263.82,0.086,1.47,-0.056,-1.203,0.063,0.206,-0.198,PHY
12117,650780.49,4766163.85,263.82,-0.18,0.206,-1.108,-0.709,0.23,0.328,-0.183,PHY
12117,650780.49,4766163.85,263.82,-0.129,0.889,-0.767,-1.218,0.017,0.194,-0.279,PHY
12153,650809.78,4766165.98,198.08,-0.017,1.783,-1.202,-2.303,1.292,0.078,1.016,PTS
12153,650809.78,4766165.98,198.08,0.036,1.301,-0.952,-2.577,1.468,0.254,1.237,PTS
12153,650809.78,4766165.98,198.08,-0.059,0.739,-1.156,-2.569,1.573,0.228,1.278,PTS
12153,650809.78,4766165.98,198.08,0.026,1.604,-1.149,-2.188,1.32,0.017,0.928,PTS
12153,650809.78,4766165.98,198.08,0.124,1.551,-0.944,-2.543,1.337,0.275,1.072,PTS
12153,650809.78,4766165.98,198.08,-0.116,1.402,-1.496,-2.365,1.268,-0.001,0.923,PTS
12153,650809.78,4766165.98,198.08,0.208,1.886,-1.086,-1.891,1.308,0.346,0.959,PTS
12153,650809.78,4766165.98,198.08,0.158,1.994,-0.8,-1.825,1.501,0.284,1.236,PTS
12153,650809.78,4766165.98,198.08,-0.024,1.403,-1.451,-1.601,1.534,0.296,1.198,PTS
12153,650809.78,4766165.98,198.08,-0.067,1.76,-1.228,-2.179,1.359,0.035,1.086,PTS
12153,650809.78,4766165.98,198.08,0.032,1.898,-1.073,-1.748,1.506,0.22,1.251,PTS
12153,650809.78,4766165.98,198.08,0.112,2.258,-0.579,-1.911,1.509,0.06,1.259,PTS
12153,650809.78,4766165.98,198.08,-0.2,1.779,-1.419,-2.504,1.257,-0.076,1.054,PTS
12153,650809.78,4766165.98,198.08,0.105,1.905,-0.733,-1.811,1.547,0.094,1.218,PTS
12153,650809.78,4766165.98,198.08,-0.08,1.703,-1.157,-2.748,1.25,0.011,1.043,PTS
12153,650809.78,4766165.98,198.08,-0.041,1.704,-1.417,-1.59,1.428,0.09,1.046,PTS
12153,650809.78,4766165.98,198.08,0.071,2.261,-1.284,-2.254,1.123,0.245,0.924,PTS
12153,650809.78,4766165.98,198.08,0.07,1.721,-1.178,-2.234,1.284,0.187,0.97,PTS
12153,650809.78,4766165.98,198.08,0.034,1.939,-1.286,-1.964,1.275,0.135,0.954,PTS
12153,650809.78,4766165.98,198.08,0.041,2.406,-1.234,-1.948,1.206,0.145,0.979,PTS
12153,650809.78,4766165.98,198.08,-0.058,1.087,-1.363,-2.423,1.404,0.188,1.089,PTS
12153,650809.78,4766165.98,198.08,-0.16,1.33,-1.24,-2.484,1.429,-0.045,1.156,PTS
12153,650809.78,4766165.98,198.08,-0.053,1.662,-1.358,-1.76,1.462,0.157,1.156,PTS
12153,650809.78,4766165.98,198.08,-0.015,1.639,-1.112,-1.916,1.447,-0.018,1.06,PTS
12153,650809.78,4766165.98,198.08,-0.122,1.908,-1.428,-2.457,1.172,-0.018,0.94,PTS
12153,650809.78,4766165.98,198.08,0.111,2.2,-1.019,-2.829,1.093,0.291,0.988,PTS
12153,650809.78,4766165.98,198.08,0.011,1.927,-1.224,-2.153,1.313,0.206,1.091,PTS
12153,650809.78,4766165.98,198.08,0,1.66,-1.396,-1.769,1.37,0.14,0.993,PTS
12153,650809.78,4766165.98,198.08,-0.027,1.992,-1.142,-2.121,1.376,0.149,1.183,PTS
12153,650809.78,4766165.98,198.08,0.022,1.428,-1.036,-2.804,1.286,0.116,1.018,PTS
12153,650809.78,4766165.98,198.08,-0.191,1.537,-1.412,-2.985,1.075,-0.288,0.744,PTS
12153,650809.78,4766165.98,198.08,0.083,2.027,-0.936,-2.372,1.297,0.174,1.083,PTS
12153,650809.78,4766165.98,198.08,-0.032,1.925,-1.376,-2.525,1.094,0.031,0.821,PTS
12153,650809.78,4766165.98,198.08,0.13,2.19,-1.085,-1.392,1.43,0.219,1.085,PTS
12153,650809.78,4766165.98,198.08,0.064,1.824,-1.165,-2.034,1.385,0.311,1.152,PTS
12153,650809.78,4766165.98,198.08,-0.012,1.569,-1.309,-2.36,1.289,0.165,1.006,PTS
12153,650809.78,4766165.98,198.08,0.103,1.727,-0.662,-2.62,1.439,0.215,1.257,PTS
12153,650809.78,4766165.98,198.08,-0.031,1.941,-0.909,-2.366,1.371,-0.052,1.126,PTS
12153,650809.78,4766165.98,198.08,-0.144,1.205,-1.687,-2.637,1.21,0.139,0.935,PTS
12153,650809.78,4766165.98,198.08,0.095,2.006,-1.132,-2.051,1.355,0.384,1.177,PTS
12153,650809.78,4766165.98,198.08,0.127,1.85,-1.057,-2.376,1.262,0.297,1.021,PTS
12153,650809.78,4766165.98,198.08,-0.32,1.159,-1.753,-2.059,1.453,-0.11,1.121,PTS
12153,650809.78,4766165.98,198.08,0.291,1.906,-0.556,-1.852,1.505,0.3,1.149,PTS
12153,650809.78,4766165.98,198.08,0.057,1.965,-1.209,-2.513,1.169,0.242,0.973,PTS
12153,650809.78,4766165.98,198.08,-0.02,1.648,-1.131,-2.518,1.316,0.111,1.077,PTS
12153,650809.78,4766165.98,198.08,-0.007,1.992,-1.418,-2.043,1.265,0.266,1.059,PTS
12153,650809.78,4766165.98,198.08,0.028,2.053,-0.916,-2.871,1.158,0.022,0.973,PTS
12153,650809.78,4766165.98,198.08,0.071,1.73,-1.244,-1.378,1.531,0.277,1.164,PTS
12153,650809.78,4766165.98,198.08,-0.08,1.601,-0.941,-2.297,1.583,0.145,1.431,PTS
12153,650809.78,4766165.98,198.08,0.228,2.395,-0.798,-2.048,1.237,0.201,0.949,PTS
12156,650812.24,4766166.19,192.62,-0.473,1.031,-1.616,-2.641,0.213,0.123,0.107,PTS
12156,650812.24,4766166.19,192.62,-0.435,1.235,-1.688,-2.029,0.372,0.388,0.343,PTS
12156,650812.24,4766166.19,192.62,-0.426,1.039,-1.534,-2.787,0.185,0.182,0.102,PTS
12156,650812.24,4766166.19,192.62,-0.452,1.782,-1.76,-2.646,-0.013,0.23,0.035,PTS
12156,650812.24,4766166.19,192.62,-0.384,0.929,-1.436,-2.708,0.26,0.234,0.156,PTS
12156,650812.24,4766166.19,192.62,-0.433,1.011,-1.344,-1.957,0.543,0.161,0.394,PTS
12156,650812.24,4766166.19,192.62,-0.131,1.62,-1.324,-1.752,0.287,0.53,0.144,PTS
12156,650812.24,4766166.19,192.62,-0.351,0.967,-1.697,-2.521,0.162,0.34,0.021,PTS
12156,650812.24,4766166.19,192.62,-0.304,1.883,-1.571,-1.443,0.322,0.386,0.234,PTS
12156,650812.24,4766166.19,192.62,-0.533,0.781,-1.426,-2.319,0.517,0.069,0.397,PTS
12156,650812.24,4766166.19,192.62,-0.299,0.718,-1.709,-1.94,0.328,0.362,0.033,PTS
12156,650812.24,4766166.19,192.62,-0.379,1.254,-1.855,-2.191,0.155,0.378,0.05,PTS
12156,650812.24,4766166.19,192.62,-0.382,1.14,-1.458,-2.091,0.342,0.136,0.142,PTS
12156,650812.24,4766166.19,192.62,-0.417,1.46,-1.952,-1.999,0.144,0.348,0.056,PTS
12156,650812.24,4766166.19,192.62,-0.266,1.254,-1.275,-2.266,0.304,0.3,0.161,PTS
12156,650812.24,4766166.19,192.62,-0.509,1.559,-2.09,-2.039,0.055,0.146,-0.066,PTS
12156,650812.24,4766166.19,192.62,-0.219,1.699,-1.08,-1.87,0.397,0.33,0.301,PTS
12156,650812.24,4766166.19,192.62,-0.543,0.711,-2.024,-2.289,0.269,0.217,0.111,PTS
12156,650812.24,4766166.19,192.62,-0.461,1.365,-1.934,-2.03,0.227,0.377,0.192,PTS
12156,650812.24,4766166.19,192.62,-0.277,1.352,-1.646,-1.882,0.27,0.481,0.148,PTS
12156,650812.24,4766166.19,192.62,-0.38,1.351,-1.392,-2.159,0.329,0.175,0.21,PTS
12156,650812.24,4766166.19,192.62,-0.495,1.121,-1.509,-2.391,0.294,-0.025,0.132,PTS
12156,650812.24,4766166.19,192.62,-0.521,0.892,-1.938,-2.184,0.324,0.314,0.242,PTS
12156,650812.24,4766166.19,192.62,-0.455,0.936,-1.542,-2.451,0.33,0.17,0.211,PTS
12156,650812.24,4766166.19,192.62,-0.522,1.114,-1.72,-2.201,0.325,0.131,0.22,PTS
12156,650812.24,4766166.19,192.62,-0.22,1.505,-0.919,-2.714,0.229,0.199,0.146,PTS
12156,650812.24,4766166.19,192.62,-0.381,1.592,-1.488,-2.2,0.175,0.085,0.032,PTS
12156,650812.24,4766166.19,192.62,-0.447,1.268,-1.689,-1.934,0.395,0.362,0.357,PTS
12156,650812.24,4766166.19,192.62,-0.563,0.873,-1.959,-2.263,0.211,-0.007,-0.022,PTS
12156,650812.24,4766166.19,192.62,-0.528,0.933,-1.479,-2.913,0.258,0.031,0.194,PTS
12156,650812.24,4766166.19,192.62,-0.45,1.17,-1.771,-2.641,0.097,0.196,0.007,PTS
12156,650812.24,4766166.19,192.62,-0.335,1.227,-1.662,-2.739,0.03,0.306,-0.069,PTS
12156,650812.24,4766166.19,192.62,-0.465,0.882,-1.738,-2.187,0.377,0.317,0.279,PTS
12156,650812.24,4766166.19,192.62,-0.276,1.372,-1.408,-1.747,0.394,0.364,0.237,PTS
12156,650812.24,4766166.19,192.62,-0.441,1.315,-1.653,-2.369,0.18,0.138,0.065,PTS
12156,650812.24,4766166.19,192.62,-0.534,0.998,-2.031,-2.291,0.198,0.232,0.092,PTS
12156,650812.24,4766166.19,192.62,-0.425,1.22,-1.586,-2.668,0.132,0.14,0.032,PTS
12156,650812.24,4766166.19,192.62,-0.304,1.396,-1.069,-2.519,0.305,0.161,0.213,PTS
12156,650812.24,4766166.19,192.62,-0.444,1.349,-1.359,-2.297,0.314,0.008,0.181,PTS
12156,650812.24,4766166.19,192.62,-0.36,1.134,-1.673,-2.109,0.285,0.371,0.163,PTS
12156,650812.24,4766166.19,192.62,-0.414,1.057,-1.61,-2.541,0.199,0.191,0.069,PTS
12156,650812.24,4766166.19,192.62,-0.517,1.002,-1.85,-2.841,0.065,0.096,-0.041,PTS
12156,650812.24,4766166.19,192.62,-0.154,1.654,-0.856,-2.39,0.353,0.443,0.355,PTS
12156,650812.24,4766166.19,192.62,-0.494,1.094,-1.578,-2.36,0.36,0.205,0.314,PTS
12156,650812.24,4766166.19,192.62,-0.443,0.777,-1.656,-2.56,0.257,0.185,0.095,PTS
12156,650812.24,4766166.19,192.62,-0.377,0.845,-1.045,-2.394,0.562,0.171,0.44,PTS
12156,650812.24,4766166.19,192.62,-0.606,1.419,-1.967,-2.259,0.228,0.207,0.268,PTS
12156,650812.24,4766166.19,192.62,-0.333,1.437,-1.654,-1.782,0.237,0.224,0.019,PTS
12156,650812.24,4766166.19,192.62,-0.397,1.629,-1.436,-2.226,0.269,0.236,0.255,PTS
12156,650812.24,4766166.19,192.62,-0.34,1.313,-1.762,-2.095,0.126,0.248,-0.079,PTS
12162,650817.19,4766166.61,181.69,0.144,1.606,-0.843,-2.118,0.78,-0.188,0.651,PTS
12162,650817.19,4766166.61,181.69,0.346,2.09,-0.411,-2.444,0.631,-0.101,0.559,PTS
12162,650817.19,4766166.61,181.69,0.322,1.605,-0.802,-2.619,0.58,0.129,0.524,PTS
12162,650817.19,4766166.61,181.69,0.34,1.525,-0.886,-1.889,0.802,0.275,0.703,PTS
12162,650817.19,4766166.61,181.69,0.178,1.595,-1.006,-2.439,0.574,-0.141,0.439,PTS
12162,650817.19,4766166.61,181.69,0.448,2.456,-0.438,-2.344,0.562,0.173,0.604,PTS
12162,650817.19,4766166.61,181.69,0.301,1.593,-0.311,-2.938,0.667,-0.186,0.575,PTS
12162,650817.19,4766166.61,181.69,0.18,1.914,-1.192,-2.14,0.515,-0.067,0.41,PTS
12162,650817.19,4766166.61,181.69,0.244,1.966,-0.691,-1.737,0.815,-0.118,0.68,PTS
12162,650817.19,4766166.61,181.69,0.257,1.767,-0.67,-1.954,0.815,-0.06,0.694,PTS
12162,650817.19,4766166.61,181.69,0.324,1.709,-0.633,-1.77,0.871,0.053,0.726,PTS
12162,650817.19,4766166.61,181.69,0.389,2.28,-0.332,-2.109,0.7,-0.066,0.619,PTS
12162,650817.19,4766166.61,181.69,0.341,2.394,-0.538,-1.783,0.761,0.064,0.752,PTS
12162,650817.19,4766166.61,181.69,0.315,1.935,-0.772,-2.308,0.59,0.04,0.52,PTS
12162,650817.19,4766166.61,181.69,0.287,1.839,-0.821,-2.575,0.495,-0.062,0.394,PTS
12162,650817.19,4766166.61,181.69,0.512,2.132,-0.164,-2.331,0.696,0.119,0.633,PTS
12162,650817.19,4766166.61,181.69,0.291,1.575,-0.61,-2.443,0.677,-0.132,0.508,PTS
12162,650817.19,4766166.61,181.69,0.338,1.122,-0.415,-2.469,0.852,-0.066,0.634,PTS
12162,650817.19,4766166.61,181.69,0.25,1.809,-0.773,-2.199,0.727,0.048,0.693,PTS
12162,650817.19,4766166.61,181.69,-0.017,1.425,-1.342,-2.386,0.577,-0.338,0.419,PTS
12162,650817.19,4766166.61,181.69,0.219,1.465,-1.035,-2.286,0.686,0.111,0.616,PTS
12162,650817.19,4766166.61,181.69,0.588,1.478,-0.16,-2.681,0.706,0.262,0.572,PTS
12162,650817.19,4766166.61,181.69,0.102,1.438,-1.102,-2.387,0.655,-0.141,0.545,PTS
12162,650817.19,4766166.61,181.69,0.28,1.647,-0.804,-2.008,0.791,0.111,0.706,PTS
12162,650817.19,4766166.61,181.69,0.24,1.572,-0.942,-1.861,0.801,0.073,0.677,PTS
12162,650817.19,4766166.61,181.69,0.378,2.019,-0.052,-2.599,0.801,-0.026,0.82,PTS
12162,650817.19,4766166.61,181.69,0.199,1.728,-0.961,-2.229,0.622,-0.109,0.496,PTS
12162,650817.19,4766166.61,181.69,0.309,1.863,-0.655,-1.73,0.839,0.015,0.705,PTS
12162,650817.19,4766166.61,181.69,0.368,1.741,-0.32,-2.261,0.818,-0.024,0.705,PTS
12162,650817.19,4766166.61,181.69,0.288,1.714,-0.794,-2.5,0.567,-0.04,0.452,PTS
12162,650817.19,4766166.61,181.69,0.246,1.165,-0.675,-2.417,0.81,-0.077,0.63,PTS
12162,650817.19,4766166.61,181.69,0.247,1.825,-0.736,-2.49,0.641,-0.005,0.621,PTS
12162,650817.19,4766166.61,181.69,0.281,1.648,-0.758,-2.318,0.692,0.031,0.603,PTS
12162,650817.19,4766166.61,181.69,0.315,2.068,-0.86,-2.249,0.518,0.015,0.433,PTS
12162,650817.19,4766166.61,181.69,0.421,1.588,-0.58,-2.544,0.659,0.228,0.596,PTS
12162,650817.19,4766166.61,181.69,0.326,2.387,-0.705,-1.609,0.705,-0.01,0.612,PTS
12162,650817.19,4766166.61,181.69,0.249,1.186,-0.87,-2.304,0.807,0.131,0.702,PTS
12162,650817.19,4766166.61,181.69,0.374,0.997,-0.115,-3.122,0.818,-0.066,0.675,PTS
12162,650817.19,4766166.61,181.69,0.25,1.182,-0.846,-2.144,0.84,0.059,0.676,PTS
12162,650817.19,4766166.61,181.69,0.268,1.967,-0.88,-1.969,0.643,-0.039,0.52,PTS
12162,650817.19,4766166.61,181.69,0.387,1.925,-0.796,-1.896,0.611,0.025,0.404,PTS
12162,650817.19,4766166.61,181.69,0.176,1.279,-1.015,-2.599,0.656,0.018,0.578,PTS
12162,650817.19,4766166.61,181.69,0.296,1.56,-0.459,-1.808,0.963,-0.098,0.767,PTS
12162,650817.19,4766166.61,181.69,0.183,1.402,-0.692,-2.631,0.71,-0.197,0.585,PTS
12162,650817.19,4766166.61,181.69,0.298,1.642,-0.572,-2.35,0.764,0.012,0.686,PTS
12162,650817.19,4766166.61,181.69,0.375,1.631,-0.541,-2.281,0.742,0.078,0.621,PTS
12162,650817.19,4766166.61,181.69,0.261,1.709,-0.757,-2.488,0.612,-0.069,0.513,PTS
12162,650817.19,4766166.61,181.69,0.293,1.862,-0.728,-1.914,0.748,-0.019,0.615,PTS
12162,650817.19,4766166.61,181.69,0.247,1.522,-0.874,-1.929,0.752,-0.1,0.528,PTS
12162,650817.19,4766166.61,181.69,0.311,1.125,-0.641,-1.797,1.026,0.121,0.829,PTS
12172,650825.53,4766167.37,163.53,-0.421,0.734,-1.133,-1.652,0.451,0.347,0.371,PTS
12172,650825.53,4766167.37,163.53,-0.444,1.213,-1.559,-1.997,0.068,0.443,0.112,PTS
12172,650825.53,4766167.37,163.53,-0.331,1.186,-0.856,-2.116,0.276,0.351,0.299,PTS
12172,650825.53,4766167.37,163.53,-0.404,1.536,-1.185,-1.865,0.158,0.322,0.207,PTS
12172,650825.53,4766167.37,163.53,-0.41,0.837,-1.106,-2.327,0.244,0.371,0.268,PTS
12172,650825.53,4766167.37,163.53,-0.255,1.512,-0.717,-2.308,0.172,0.427,0.272,PTS
12172,650825.53,4766167.37,163.53,-0.183,1.696,-0.746,-1.864,0.214,0.547,0.29,PTS
12172,650825.53,4766167.37,163.53,-0.31,1.541,-1.296,-1.722,0.07,0.427,0.048,PTS
12172,650825.53,4766167.37,163.53,-0.2,1.587,-0.778,-1.673,0.287,0.528,0.322,PTS
12172,650825.53,4766167.37,163.53,-0.18,1.331,-0.591,-1.99,0.302,0.454,0.297,PTS
12172,650825.53,4766167.37,163.53,-0.111,1.527,-0.656,-1.405,0.414,0.695,0.442,PTS
12172,650825.53,4766167.37,163.53,-0.255,1.251,-1.179,-1.661,0.206,0.554,0.168,PTS
12172,650825.53,4766167.37,163.53,-0.429,0.819,-1.165,-1.458,0.465,0.306,0.356,PTS
12172,650825.53,4766167.37,163.53,-0.202,1.076,-0.829,-1.807,0.327,0.525,0.272,PTS
12172,650825.53,4766167.37,163.53,-0.165,1.438,-0.917,-1.748,0.226,0.652,0.253,PTS
12172,650825.53,4766167.37,163.53,-0.151,1.058,-0.612,-1.935,0.393,0.609,0.391,PTS
12172,650825.53,4766167.37,163.53,-0.437,0.955,-1.125,-1.775,0.421,0.417,0.457,PTS
12172,650825.53,4766167.37,163.53,-0.14,1.522,-1.068,-1.433,0.205,0.699,0.184,PTS
12172,650825.53,4766167.37,163.53,-0.308,1.394,-1.039,-1.871,0.197,0.413,0.207,PTS
12172,650825.53,4766167.37,163.53,-0.157,1.056,-0.528,-1.595,0.553,0.617,0.542,PTS
12172,650825.53,4766167.37,163.53,-0.569,0.883,-1.219,-1.682,0.452,0.148,0.418,PTS
12172,650825.53,4766167.37,163.53,-0.151,1.722,-0.54,-2.329,0.116,0.458,0.204,PTS
12172,650825.53,4766167.37,163.53,-0.361,0.781,-1.113,-2.012,0.351,0.529,0.374,PTS
12172,650825.53,4766167.37,163.53,-0.406,0.409,-1.132,-2.08,0.369,0.325,0.25,PTS
12172,650825.53,4766167.37,163.53,-0.447,1.391,-1.354,-1.483,0.23,0.264,0.184,PTS
12172,650825.53,4766167.37,163.53,-0.325,1.384,-0.918,-1.584,0.362,0.386,0.363,PTS
12172,650825.53,4766167.37,163.53,-0.195,1.584,-0.431,-2.061,0.327,0.429,0.41,PTS
12172,650825.53,4766167.37,163.53,-0.127,1.33,-0.737,-1.254,0.517,0.805,0.558,PTS
12172,650825.53,4766167.37,163.53,-0.423,0.772,-1.489,-1.824,0.223,0.426,0.149,PTS
12172,650825.53,4766167.37,163.53,-0.388,0.7,-1.03,-2.564,0.209,0.34,0.208,PTS
12172,650825.53,4766167.37,163.53,-0.259,1.421,-0.923,-1.624,0.294,0.46,0.283,PTS
12172,650825.53,4766167.37,163.53,-0.374,0.53,-0.988,-1.753,0.507,0.378,0.402,PTS
12172,650825.53,4766167.37,163.53,-0.633,0.483,-1.348,-2.104,0.351,-0.001,0.239,PTS
12172,650825.53,4766167.37,163.53,-0.507,0.646,-1.512,-1.965,0.3,0.444,0.311,PTS
12172,650825.53,4766167.37,163.53,-0.285,1.591,-1.207,-1.267,0.237,0.479,0.198,PTS
12172,650825.53,4766167.37,163.53,0.036,1.635,-0.574,-1.302,0.342,0.802,0.309,PTS
12172,650825.53,4766167.37,163.53,-0.282,1.339,-1.074,-1.285,0.375,0.519,0.34,PTS
12172,650825.53,4766167.37,163.53,-0.479,0.517,-1.412,-2.485,0.116,0.24,0.029,PTS
12172,650825.53,4766167.37,163.53,-0.38,1.162,-1.199,-1.91,0.214,0.383,0.21,PTS
12172,650825.53,4766167.37,163.53,-0.42,0.799,-1.52,-1.449,0.309,0.434,0.192,PTS
12172,650825.53,4766167.37,163.53,-0.348,0.87,-1.202,-2.165,0.204,0.484,0.201,PTS
12172,650825.53,4766167.37,163.53,-0.377,1.354,-1.261,-2.112,0.02,0.249,-0.024,PTS
12172,650825.53,4766167.37,163.53,-0.275,1.343,-1.019,-1.555,0.311,0.503,0.301,PTS
12172,650825.53,4766167.37,163.53,-0.204,0.904,-0.897,-2.832,0.104,0.716,0.238,PTS
12172,650825.53,4766167.37,163.53,-0.246,1.699,-0.613,-1.726,0.308,0.312,0.319,PTS
12172,650825.53,4766167.37,163.53,-0.341,1.198,-0.989,-1.967,0.297,0.46,0.354,PTS
12172,650825.53,4766167.37,163.53,-0.342,1.098,-1.123,-1.941,0.173,0.272,0.069,PTS
12172,650825.53,4766167.37,163.53,-0.207,1.735,-0.848,-1.721,0.142,0.364,0.102,PTS
12172,650825.53,4766167.37,163.53,-0.165,1.04,-0.621,-2.35,0.277,0.584,0.317,PTS
12172,650825.53,4766167.37,163.53,-0.249,1.228,-0.944,-1.809,0.324,0.628,0.385,PTS
12228,650872.61,4766172.27,62.02,-0.264,0.697,0.258,-1.19,0.012,1.098,1.021,PTS
12228,650872.61,4766172.27,62.02,-0.196,0.648,0.136,-0.55,0.185,1.399,1.202,PTS
12228,650872.61,4766172.27,62.02,-0.224,0.48,0.171,-0.91,0.122,1.289,1.117,PTS
12228,650872.61,4766172.27,62.02,0.143,1.692,0.695,-0.865,-0.128,1.575,0.987,PTS
12228,650872.61,4766172.27,62.02,-0.103,1.195,0.413,-0.992,-0.079,1.229,0.945,PTS
12228,650872.61,4766172.27,62.02,-0.319,0.729,0.349,-0.669,0.23,0.989,1.196,PTS
12228,650872.61,4766172.27,62.02,-0.227,1.242,0.323,-0.855,-0.006,1.109,1.048,PTS
12228,650872.61,4766172.27,62.02,-0.289,0.52,0.323,-0.925,0.24,1.209,1.294,PTS
12228,650872.61,4766172.27,62.02,0.239,1.777,1.469,-1.039,0.099,1.482,1.251,PTS
12228,650872.61,4766172.27,62.02,-0.33,0.48,0.077,-1.321,0.067,1.28,1.193,PTS
12228,650872.61,4766172.27,62.02,-0.228,0.738,0.356,-0.444,0.246,1.118,1.174,PTS
12228,650872.61,4766172.27,62.02,-0.101,1.185,0.869,-0.751,0.242,1.201,1.31,PTS
12228,650872.61,4766172.27,62.02,-0.395,0.537,-0.22,-0.75,0.12,1.263,1.189,PTS
12228,650872.61,4766172.27,62.02,-0.046,1.029,0.691,-0.298,0.29,1.316,1.256,PTS
12228,650872.61,4766172.27,62.02,-0.012,1.369,0.891,-0.931,0.098,1.294,1.189,PTS
12228,650872.61,4766172.27,62.02,0.123,0.958,1.159,-0.879,0.252,1.425,1.257,PTS
12228,650872.61,4766172.27,62.02,-0.206,0.943,0.254,-0.806,0.073,1.271,1.129,PTS
12228,650872.61,4766172.27,62.02,-0.262,0.548,-0.062,-0.854,0.075,1.386,1.128,PTS
12228,650872.61,4766172.27,62.02,-0.283,0.16,0.034,-0.579,0.275,1.283,1.204,PTS
12228,650872.61,4766172.27,62.02,-0.025,1.04,1.025,-1.164,0.199,1.314,1.309,PTS
